year,company,facility,city,province,naics,amount
2021,Razor Energy Corp.,Chin Coulee OB 06-01-008-15W4,Lethbridge County,Alberta,211110,0.8039999999999999
2020,Teine Energy Ltd.,TEINE Denzil GP 9-33,,Saskatchewan,211110,14.035587
2020,Canadian Natural Resources Limited,Wapiti Compressor Station 07-24-068-07W6,Calgary,Alberta,211110,39.897
2021,Canadian Natural Resources Limited,Wapiti Compressor Station 07-24-068-07W6,N/A,Alberta,211110,43.46456
2021,Bonavista Energy Corporation,Edson 07-03-53-15w5,ROSEVEAR,Alberta,211110,20.283
2021,Bonavista Energy Corporation,Ferrybank GS 01-23-043-28W4,FERRYBANK,Alberta,211110,20.687
2021,Bonavista Energy Corporation,HOADLEY SWB 12-23-044-03W5,HOADLEY,Alberta,211110,40.885
2021,Bonavista Energy Corporation,WILLGREEN 08-01-041-06  GGS,WG 3-28,Alberta,211110,22.114
2021,Murphy Oil Company Ltd,MURPHY 15-16 WASKAHIGAN,Simonette,Alberta,211110,63.063
2021,Murphy Oil Company Ltd,MURPHY KAYBOB EAST 16-06,Kaybob East,Alberta,211110,21.013
2021,Murphy Oil Company Ltd,W KAYBOB GAS PAD 01-02-064-20W5,Kaybob West,Alberta,211110,20.412
2021,ORLEN Upstream Canada Ltd.,Lochend Oil SWB 11-026-03W5,N/A,Alberta,211110,0.52199
2021,Crescent Point Energy Corp.,CPEC HZ Oil SWB 03-33-008-19W3,N/A,Saskatchewan,211110,0.28097
2021,Crescent Point Energy Corp.,FLAT LAKE Oil MWB 03-20-003-11W2,N/A,Saskatchewan,211110,0.28097
2021,Crescent Point Energy Corp.,Rapdan Oil SWB 13-14-005-20W3,N/A,Saskatchewan,211110,0.28097
2021,Crescent Point Energy Corp.,Rapdan Oil SWB 13-16-004-20W3,N/A,Saskatchewan,211110,0.28097
2021,Crescent Point Energy Corp.,Torquay Oil SWB 01-14-001-11W2,N/A,Saskatchewan,211110,0.28097
2021,Crescent Point Energy Corp.,Viewfield Oil SWB 03-16-008-05W2,N/A,Saskatchewan,211110,0.28097
2021,Spartan Delta Corp.,Brazeau Oil MWB 05-05-046-12W5,N/A,Alberta,211110,37.00457
2021,Spartan Delta Corp.,FERRIER Gas MWB 16-25-044-10W5,N/A,Alberta,211110,0.8744
2021,Spartan Delta Corp.,Gold Creek West Gas Plant 03-26,N/A,Alberta,211110,224.36806
2021,Spartan Delta Corp.,RUBICON ETAL RYCROFT Oil SWB 10-27-076-06W6,N/A,Alberta,211110,0.86571
2021,Spartan Delta Corp.,Rycroft Sweet Gas Plant 15-11,N/A,Alberta,211110,49.53765
2021,Spartan Delta Corp.,SPARTAN HZ FERR Gas MWB 14-36-044-10W5,N/A,Alberta,211110,0.21999
2021,Spartan Delta Corp.,Willesden Green Comp Stn 16-12,N/A,Alberta,211110,23.7718
2021,Whitecap Resources Inc.,Lochend 13-36-026-03W5 SWB (100/13-01),N/A,Alberta,211110,0.38949
2021,Whitecap Resources Inc.,Lochend 13-36-026-03W5 SWB (100/13-01),N/A,Alberta,211110,0.38949
2021,Whitecap Resources Inc.,Kakwa 04-18-062-05W6 SWB (100/16-07),N/A,Alberta,211110,0.7265699999999999
2021,Whitecap Resources Inc.,Kakwa 04-18-062-05W6 SWB (100/16-07),N/A,Alberta,211110,0.7265699999999999
2021,Whitecap Resources Inc.,Karr 14-05-064-02W6 SWB (102/13-01),N/A,Alberta,211110,1.89096
2021,Whitecap Resources Inc.,Kakwa 07-21-062-05W6 SWB (100/02-33),N/A,Alberta,211110,0.44948
2021,Whitecap Resources Inc.,Kakwa 03-24-062-05W6 SWB (103/16-25),N/A,Alberta,211110,0.31103
2021,Whitecap Resources Inc.,Kakwa 03-24-062-05W6 SWB (103/16-25),N/A,Alberta,211110,0.31103
2021,Whitecap Resources Inc.,Jayar 16-18-062-02W6 SWB (100/16-16),N/A,Alberta,211110,0.17511
2021,Whitecap Resources Inc.,Viewfield 13-14-009-09W2 MWB,N/A,Saskatchewan,211110,0.29402
2021,Whitecap Resources Inc.,Viewfield 13-14-009-09W2 MWB,N/A,Saskatchewan,211110,0.29402
2021,Whitecap Resources Inc.,Browning 04-23-006-07W2 MWB,N/A,Saskatchewan,211110,10.10268
2021,Whitecap Resources Inc.,Browning 04-23-006-07W2 MWB,N/A,Saskatchewan,211110,10.10268
2021,Whitecap Resources Inc.,Weir Hill 16-33-005-06W2 MWB,N/A,Saskatchewan,211110,6.11737
2021,Whitecap Resources Inc.,Weir Hill 16-33-005-06W2 MWB,N/A,Saskatchewan,211110,6.11737
2021,Whitecap Resources Inc.,Browning 01-01-007-06W2 MWB,N/A,Saskatchewan,211110,2.5257300000000003
2021,Whitecap Resources Inc.,Browning 01-01-007-06W2 MWB,N/A,Saskatchewan,211110,2.5257300000000003
2021,Whitecap Resources Inc.,Eagle Lake 04-28-031-21W3 MWB,N/A,Saskatchewan,211110,1.29941
2021,Whitecap Resources Inc.,Verendrye 04-22-028-24W3 MWB,N/A,Saskatchewan,211110,13.37192
2021,Whitecap Resources Inc.,Whiteside 04-12-030-27W3 MWB,N/A,Saskatchewan,211110,3.75174
2021,Whitecap Resources Inc.,Steelman 02-30-004-05W2 SWB,N/A,Saskatchewan,211110,0.19569999999999999
2021,Whitecap Resources Inc.,Steelman 02-30-004-05W2 SWB,N/A,Saskatchewan,211110,0.19569999999999999
2021,Whitecap Resources Inc.,Oungre 01-01-002-16W2 (101/01-36) SWB,N/A,Saskatchewan,211110,0.34082
2021,Whitecap Resources Inc.,Oungre 01-01-002-16W2 (101/01-36) SWB,N/A,Saskatchewan,211110,0.34082
2021,Whitecap Resources Inc.,Oungre 13-03-002-16W2 (101/13-10) SWB,N/A,Saskatchewan,211110,0.54943
2021,Whitecap Resources Inc.,Oungre 13-03-002-16W2 (101/13-10) SWB,N/A,Saskatchewan,211110,0.54943
2021,Whitecap Resources Inc.,Whiteside 03-12-030-27W3 (102/14-12) SWB,N/A,Saskatchewan,211110,2.39344
2021,Whitecap Resources Inc.,Steelman 01-30-004-05W2 SWB,N/A,Saskatchewan,211110,0.51608
2021,Whitecap Resources Inc.,Steelman 01-30-004-05W2 SWB,N/A,Saskatchewan,211110,0.51608
2021,Whitecap Resources Inc.,Flat Lake 03-15-003-11W2 (101/03-10) SWB,N/A,Saskatchewan,211110,0.92845
2021,Whitecap Resources Inc.,Oungre 04-06-002-15W2 (102/04-31) SWB,N/A,Saskatchewan,211110,0.22457
2021,Whitecap Resources Inc.,Oungre 04-06-002-15W2 (102/04-31) SWB,N/A,Saskatchewan,211110,0.22457
2021,Whitecap Resources Inc.,Oungre 16-29-001-15W2 (101/16-32) SWB,N/A,Saskatchewan,211110,0.21897
2021,Whitecap Resources Inc.,Flat Lake 14-22-001-12W2 (103/14-27) SWB,N/A,Saskatchewan,211110,0.43268999999999996
2021,Whitecap Resources Inc.,Flat Lake 14-22-001-12W2 (103/14-27) SWB,N/A,Saskatchewan,211110,0.43268999999999996
2021,Mancal Energy Inc.,MANCAL PEMB GS TO KEYERA N.BRAZ 1370,Pembina,Alberta,211110,20.367
2021,Mancal Energy Inc.,MEI PEMBINA 05-27-049-12W5 (13-34),Pembina,Alberta,211110,0.33399999999999996
2021,Mancal Energy Inc.,MEI PEMBINA 5-25-49-13W5 (9-25),Pembina,Alberta,211110,0.39099999999999996
2021,Enbridge Pipelines Inc.,Edmonton South Power Plant,Edmonton,Alberta,221112,37.23
2021,BASF Canada Inc.,Lethbridge,Lethbridge,Alberta,325320,0.123
2021,TransGas Limited,Pierceland West Compressor Station,Pierceland,Saskatchewan,486210,24.33275
2021,Husky Oil Operations Limited,AB SOUTH BT 02-25-048-06W4,N/A,Alberta,211110,5.22644
2021,Husky Oil Operations Limited,BIG GULLY BT 04-12-050-24W3,N/A,Saskatchewan,211110,4.084596
2021,Husky Oil Operations Limited,BLACKFOOT SWB 11-33-048-02W4,N/A,Alberta,211110,0.6601739999999999
2021,Husky Oil Operations Limited,HUSKY 100/02-31-048-05W4/00,N/A,Alberta,211110,0.74173
2021,Husky Oil Operations Limited,HUSKY 2-8-72-10W6 GAS BATTERY,N/A,Alberta,211110,11.396963
2021,Husky Oil Operations Limited,HUSKY LLOYD 9-6-49-2,N/A,Alberta,211110,14.12494
2021,Husky Oil Operations Limited,HUSKY MARTEN HILLS 7-35-77-25,N/A,Alberta,211110,2.9581299999999997
2021,Husky Oil Operations Limited,HUSKY WILDMERE PAD T 12-24-048-06W4,N/A,Alberta,211110,8.53154
2021,Husky Oil Operations Limited,LINDBERGH BT 02-25-054-06W4,N/A,Alberta,211110,2.8074589999999997
2021,Husky Oil Operations Limited,LINDBERGH BT 09-17-054-05W4,N/A,Alberta,211110,1.86418
2021,Husky Oil Operations Limited,LINDBERGH SWB 06-23-054-06W4,N/A,Alberta,211110,1.36934
2021,Husky Oil Operations Limited,LINDBERGH SWB 16-20-054-05W4,N/A,Alberta,211110,0.955688
2021,Husky Oil Operations Limited,LLOYD BT 01-01-049-03W4,N/A,Alberta,493190,14.17097
2021,Husky Oil Operations Limited,LLOYD BT 08-21-047-01W4,N/A,Alberta,211110,0.370783
2021,Husky Oil Operations Limited,LLOYDMINSTER 6A-15-51-1 BT 06-15-051-01W4,N/A,Alberta,493190,1.060043
2021,Husky Oil Operations Limited,MANNVILLE SWB 06-07-053-06W4,N/A,Alberta,211110,4.290913
2021,Husky Oil Operations Limited,MANNVILLE SWB 10-16-054-05W4,N/A,Alberta,211110,1.917087
2021,Husky Oil Operations Limited,MANNVILLE SWB 14-07-054-05W4,N/A,Alberta,211110,1.115992
2021,Husky Oil Operations Limited,MARWAYNE SWB 03-19-053-01W4,N/A,Alberta,211110,0.25207
2021,Husky Oil Operations Limited,MARWAYNE SWB 13-15-053-01W4,N/A,Alberta,211110,5.66492
2021,Husky Oil Operations Limited,MCMULLEN BT 07-01-078-25W4,N/A,Alberta,211110,1.465011
2021,Husky Oil Operations Limited,MCMULLEN MWB 02-15-078-25W4,N/A,Alberta,493190,6.58552
2021,Husky Oil Operations Limited,MCMULLEN MWB 15-01-078-25W4,N/A,Alberta,211110,3.93998
2021,Husky Oil Operations Limited,MCMULLEN MWB 15-34-077-25W4,N/A,Alberta,211110,7.66737
2021,Husky Oil Operations Limited,KAKWA 01-08-063-06W6,N/A,Alberta,211110,0.0054399999999999995
2021,Husky Oil Operations Limited,KAKWA BT 02-22-063-06W6,N/A,Alberta,211110,8.69377
2021,Husky Oil Operations Limited,KAKWA BT 05-36-063-07W6,N/A,Alberta,211110,0.05721
2021,Husky Oil Operations Limited,MARATHON KAKWA GB 09-25-063-06W6,N/A,Alberta,211110,0.01072
2021,Husky Oil Operations Limited,SWB 12-05-054-05W4,N/A,Alberta,211110,1.6672609999999999
2021,Husky Oil Operations Limited,HUSKY 4-25-72-10W6 GAS BATTERY,N/A,Alberta,211110,0.032979999999999995
2021,Husky Oil Operations Limited,HUSKY ABERFELDY 8-1-50-27,N/A,Saskatchewan,493190,9.36795
2021,Baytex Energy Ltd,Baytex HZ Slave Oil MWB 16-04-085-15W5,N/A,Alberta,211110,22.34176
2021,Baytex Energy Ltd,Dodsland Oil SWB 13-11-030-21W3,N/A,Saskatchewan,211110,0.21556999999999998
2021,Baytex Energy Ltd,Dodsland Oil SWB 15-11-030-21W3,N/A,Saskatchewan,211110,0.19599999999999998
2021,Baytex Energy Ltd,Dodsland Oil SWB 16-11-030-21W3,N/A,Saskatchewan,211110,0.26345999999999997
2021,Baytex Energy Ltd,Dodsland oil SWB 14-11-030-21W3,N/A,Saskatchewan,211110,0.39324
2021,Baytex Energy Ltd,Esther Compressor Station 03-11-083-15W5,N/A,Alberta,211110,14.95871
2021,Baytex Energy Ltd,Eureka Oil SWB 16-22-031-23W3,N/A,Saskatchewan,211110,0.68299
2021,Baytex Energy Ltd,Forgan Oil SWB 08-32-024-14W3,N/A,Saskatchewan,211110,0.19696999999999998
2021,Baytex Energy Ltd,Gleneath Oil SWB 13-30-030-22W3,N/A,Saskatchewan,211110,1.94756
2021,Baytex Energy Ltd,Harmon Valley Oil MWB 01-04-084-19W5,N/A,Alberta,211110,4.69553
2021,Baytex Energy Ltd,Harmon Valley Oil MWB 05-13-084-19W5,N/A,Alberta,211110,4.49913
2021,Baytex Energy Ltd,MSN Oil MWB 15-24-084-15W5,N/A,Alberta,211110,22.956409999999998
2021,Baytex Energy Ltd,Onward Viking Oil SWB 16-15-034-24W3,N/A,Saskatchewan,211110,0.49051999999999996
2021,Baytex Energy Ltd,Pembina Compressor Station 11-30-044-02W5,N/A,Alberta,211110,14.95871
2021,Baytex Energy Ltd,Plato Oil SWB 16-35-025-18W3,N/A,Saskatchewan,211110,0.18782
2021,Baytex Energy Ltd,Viking Oil SWB 15-29-034-24W3,N/A,Saskatchewan,211110,0.52674
2021,Baytex Energy Ltd,Whiteside Oil MWB 12-25-029-25W3,N/A,Saskatchewan,211110,0.1865
2021,Longshore Resources Ltd.,Astotin 13-27-054-18W4,na,Alberta,211110,13.2846
2021,Longshore Resources Ltd.,CRESTAR PROVOST HZ 2-19,na,Alberta,211110,3.3971299999999998
2021,Longshore Resources Ltd.,Hayter 102/11-17-41-1W4M,na,Alberta,211110,2.15248
2021,Longshore Resources Ltd.,Northstar Provost 06-22,na,Alberta,211110,1.7381199999999999
2021,Longshore Resources Ltd.,TUSCANY EVESHAM 10-21-39-27W3 MWB,NA,Saskatchewan,211110,0.2719
2021,Longshore Resources Ltd.,TUSCANY MACKLIN 2-33-39-28W3,NA,Saskatchewan,211110,3.39718
2021,Rife Resources Ltd.,Lashburn Oil Battery 06-08-048-26W3,N/A,Saskatchewan,211110,4.88934
2021,Rife Resources Ltd.,SKBT0011755 (Tanks),N/A,Saskatchewan,211110,3.45489
2021,Rife Resources Ltd.,SKBT0011757 (Tanks),N/A,Saskatchewan,211110,2.18994
2021,Rife Resources Ltd.,Lashburn Oil Battery 14-11-049-24W3,N/A,Saskatchewan,211110,1.24811
2021,Pine Cliff Energy Ltd.,ABBT0091976,na,Alberta,211110,0.2087
2021,Pine Cliff Energy Ltd.,Ghost Pine Compressor Station 01-11-031-21W4,na,Alberta,211110,46.21941
2021,Pine Cliff Energy Ltd.,Ghost Pine Compressor Station 02-16-032-20W4,na,Alberta,211110,13.24612
2021,Pine Cliff Energy Ltd.,Ghost Pine Compressor Station 15-14-031-22W4,na,Alberta,211110,14.20989
2021,Pine Cliff Energy Ltd.,Huxley Compressor Station 07-19-034-25W4,na,Alberta,211110,25.80575
2021,Pine Cliff Energy Ltd.,Viking Compressor Station 04-25-047-11W4,na,Alberta,211110,53.12313
2021,Tamarack Acquisition Corp.,ABBT0124572,N/A,Alberta,211110,0.40981999999999996
2021,Tamarack Acquisition Corp.,ABBT0134430,N/A,Alberta,211110,0.47384
2021,Tamarack Acquisition Corp.,ABBT0145454,N/A,Alberta,211110,1.9735800000000001
2021,Tamarack Acquisition Corp.,ABBT0148129,N/A,Alberta,211110,13.87071
2021,Tamarack Acquisition Corp.,ABBT0149688,N/A,Alberta,211110,2.88646
2021,Tamarack Acquisition Corp.,ABBT0154926,N/A,Alberta,211110,0.20404
2021,Tamarack Acquisition Corp.,ABBT0156118,N/A,Alberta,211110,1.49735
2021,Tamarack Acquisition Corp.,Jarvie Oil MWB 04-24-063-27W4,N/A,Alberta,211110,2.57675
2021,Tamarack Acquisition Corp.,Jarvie Oil MWB 05-20-063-26W4,N/A,Alberta,211110,5.94631
2021,Tamarack Acquisition Corp.,Nipisi Oil MWB 09-23-076-07W5,N/A,Alberta,211110,59.03713
2021,Tamarack Acquisition Corp.,Nipisi Oil MWB 12-18-076-06W5,N/A,Alberta,211110,22.22026
2021,Tamarack Acquisition Corp.,Nipisi Oil MWB 13-13-076-07W5,N/A,Alberta,211110,9.12519
2021,Tamarack Acquisition Corp.,Nipisi Oil MWB 13-26-076-07W5,N/A,Alberta,211110,34.29855
2021,Tamarack Acquisition Corp.,Valhalla OP Oil MWB 01-02-009-24W4,N/A,Alberta,211110,1.99757
2021,Tamarack Acquisition Corp.,Valhalla OP Oil MWB 11-14-072-08W6,N/A,Alberta,211110,63.20096
2021,Tamarack Acquisition Corp.,Valhalla OP Oil MWB 14-03-034-09W4,N/A,Alberta,211110,4.54164
2021,Tamarack Acquisition Corp.,Valhalla OP Oil MWB 15-21-004-25W4,N/A,Alberta,211110,1.8851499999999999
2021,Tamarack Acquisition Corp.,Valhalla OP Oil SWB 14-28-071-08W6,N/A,Alberta,211110,0.47156
2021,Paramount Resources Ltd.,Kaybob - Montney Oil SWB 04-18-064-18W5,Fox Creek,Alberta,211110,0.192
2021,Paramount Resources Ltd.,Leafland Gas SWB 00/09-14-040-06W5/00,Bingley,Alberta,211110,0.64955
2021,Paramount Resources Ltd.,Leafland Gas SWB 02/02-32-039-05W5/00,Leslieville,Alberta,211110,0.7239599999999999
2021,NuVista Energy Ltd.,Bilbo Gas MWB 14-04-066-05W6,N/A,Alberta,211110,0.51838
2021,Erikson National Energy Inc,Wildboy Compressor Station C-051-L,N/A,British Columbia,211110,32.41905
2021,PIERIDAE ALBERTA PRODUCTION LTD.,Shell Canada Limited 03-13,Calgary,Alberta,211110,0.6928
2021,PIERIDAE ALBERTA PRODUCTION LTD.,Shell Canada Limited 04-10,Calgary,Alberta,211110,51.6956
2021,PIERIDAE ALBERTA PRODUCTION LTD.,Limestone CS 05-12,Calgary,Alberta,211110,12.9856
2021,PIERIDAE ALBERTA PRODUCTION LTD.,Findley 13-26-58-7W6/2,Calgary,Alberta,211110,94.1109
2021,Canadian Natural Resources Limited,ABBT0133144,N/A,Alberta,211110,293.04177
2021,Canadian Natural Resources Limited,ABBT3590012,N/A,Alberta,211110,0.92347
2021,Canadian Natural Resources Limited,BLACKFOOT Oil MWB 10-23-050-01W4,N/A,Alberta,211110,0.9241199999999999
2021,Canadian Natural Resources Limited,BLACKFOOT Oil SWB 09-23-050-02W4,N/A,Alberta,211110,0.97147
2021,Canadian Natural Resources Limited,Clearhills Gas MWB 01-14-087-13W6,N/A,Alberta,211110,22.95203
2021,Canadian Natural Resources Limited,Elmworth Compressor Station 04-10-069-09W6,N/A,Alberta,211110,13.16559
2021,Canadian Natural Resources Limited,FIRE TOWER Oil MWB 07-09-063-04W,N/A,Alberta,211110,1.69904
2021,Canadian Natural Resources Limited,Golden Prairie Compressor Station 16-24-015-27W3,N/A,Saskatchewan,211110,20.80396
2021,Canadian Natural Resources Limited,Gunderson Compressor Station 10-12-063-12W6,N/A,Alberta,211110,52.67673
2021,Canadian Natural Resources Limited,LASHBURN Oil SWB 11-18-049-27W3,N/A,Saskatchewan,211110,0.55398
2021,Canadian Natural Resources Limited,Lloyd Oil MWB 04-18-049-01W4,N/A,Alberta,211110,0.54308
2021,Canadian Natural Resources Limited,MANATOKAN Oil MWB 01-15-063-07W4,N/A,Alberta,211110,0.89535
2021,Canadian Natural Resources Limited,MARWAYNE Oil MWB 01-16-054-02W4,N/A,Alberta,211110,1.4132099999999999
2021,Canadian Natural Resources Limited,MORGAN Oil MWB 08-35-050-06W4,N/A,Alberta,211110,1.22949
2021,Canadian Natural Resources Limited,OBED Gas MWB 11-13-054-23W5,N/A,Alberta,211110,1.14173
2021,Canadian Natural Resources Limited,Progress Compressor Station 16-19-077-10W6,N/A,Alberta,211110,26.76619
2021,Canadian Natural Resources Limited,RIVERCOURSE Oil MWB 16-20-049-01W4,N/A,Alberta,211110,0.29511
2021,Canadian Natural Resources Limited,South Wapiti Compressor Station 16-27-067-10W6,N/A,Alberta,211110,14.92694
2021,Canadian Natural Resources Limited,Tangleflags 51 Oil SWB 10-21-051-27W3,N/A,Saskatchewan,211110,0.44603
2021,Canadian Natural Resources Limited,Turin Oil Battery 12-14-011-17W4,N/A,Alberta,211110,19.04719
2021,Whitecap Resources Inc.,Midale 14-13-006-10W2 MWB,N/A,Saskatchewan,211110,0.46048
2021,Whitecap Resources Inc.,Midale 14-13-006-10W2 MWB,N/A,Saskatchewan,211110,0.46048
2021,Whitecap Resources Inc.,Elrose 03-04-025-14W3 MWB,N/A,Saskatchewan,211110,0.40215999999999996
2021,Whitecap Resources Inc.,Elrose 03-04-025-14W3 MWB,N/A,Saskatchewan,211110,0.40215999999999996
2021,Whitecap Resources Inc.,Oungre 14-02-002-16W2 SWB (104/14-11),N/A,Saskatchewan,211110,0.15952
2021,Whitecap Resources Inc.,Oungre 14-02-002-16W2 SWB (104/14-11),N/A,Saskatchewan,211110,0.15952
2021,Whitecap Resources Inc.,Alida 16-26-007-31W1 MWB,N/A,Saskatchewan,211110,1.0331
2021,Whitecap Resources Inc.,Alida 16-26-007-31W1 MWB,N/A,Saskatchewan,211110,1.0331
2021,Whitecap Resources Inc.,Browning 05-10-006-05W2 MWB,N/A,Saskatchewan,211110,0.5952799999999999
2021,Whitecap Resources Inc.,Browning 05-10-006-05W2 MWB,N/A,Saskatchewan,211110,0.5952799999999999
2021,Crescent Point Energy Corp.,FC SemCams Gas SWB 06-15-061-17W5,N/A,Alberta,211110,0.28097
2021,Crescent Point Energy Corp.,Fox Creek Gas SWB 03-07-065-21W5,N/A,Alberta,211110,0.28097
2021,Crescent Point Energy Corp.,EAST Oil SWB 01-28-006-20W3,N/A,Saskatchewan,211110,0.28097
2021,Crescent Point Energy Corp.,Legacy et al Kisbey oil SWB 12-03-008-05W2,N/A,Saskatchewan,211110,0.28097
2021,Crescent Point Energy Corp.,Rapdan Oil SWB 04-07-005-19W3,N/A,Saskatchewan,211110,0.28097
2021,ORLEN Upstream Canada Ltd.,Kakwa Gas MWB 03-18-063-05W6,N/A,Alberta,211110,0.52199
2021,Torxen Energy Ltd.,Alderson West Comp Stn 06-02-016-15W4,N/A,Alberta,211110,30.15468
2021,Torxen Energy Ltd.,Bassano-Lathom Comp Stn 10-05-022-18W4,N/A,Alberta,211110,37.72699
2021,Torxen Energy Ltd.,CVE Wayne Oil MWB 13-22-026-18W4,N/A,Alberta,211110,0.23099
2021,Torxen Energy Ltd.,Countess Sour Gas Comp Stn 10-07-018-15W4,N/A,Alberta,211110,18.57995
2021,Torxen Energy Ltd.,Rosemary Comp Stn 08-12-021-15W4,N/A,Alberta,211110,36.18605
2021,Torxen Energy Ltd.,Wayne Rosebud Comp Stn 02-01-027-21W4,N/A,Alberta,211110,17.68401
2021,Spur Petroleum Ltd.,Marten Hills 01-01-75-25 W4,Calgary,Alberta,211110,7.0341
2021,Spur Petroleum Ltd.,Marten Hills 01-20-74-24W4,Calgary,Alberta,211110,2.0306
2021,Spur Petroleum Ltd.,Marten Hills 01-24-74-26W4,Calgary,Alberta,211110,4.133
2021,Spur Petroleum Ltd.,Marten Hills 12-15-74-24W4,Calgary,Alberta,211110,2.7778
2021,Spur Petroleum Ltd.,Nipisi 10-14-76-06W5,Calgary,Alberta,211110,2.5374
2021,Spur Petroleum Ltd.,Nipisi 11-24-76-06W5,Calgary,Alberta,211110,4.3419
2021,Spur Petroleum Ltd.,Nipisi 11-31-75-05W5,Calgary,Alberta,211110,5.3832
2021,Spur Petroleum Ltd.,Nipisi 16-08-076-05W5,Calgary,Alberta,211110,5.9236
2021,Crescent Point Energy Corp.,VIEW Oil SWB 04-28-007-05W2,N/A,Saskatchewan,211110,0.28097
2021,Torxen Energy Ltd.,Bantry Gathering System 01-08-020-13W4,N/A,Alberta,211110,44.0984
2021,Torxen Energy Ltd.,Countess Gathering System 10-20-018-15W4,N/A,Alberta,211110,52.316
2021,Torxen Energy Ltd.,Countess Gathering System 10-20-018-15W4 (2),N/A,Alberta,211110,56.90557
2021,Torxen Energy Ltd.,Rosemary Gathering System 08-21-021-15W,N/A,Alberta,211110,43.65452
2021,Torxen Energy Ltd.,Rosemary Gathering System 08-21-021-15W (2),N/A,Alberta,211110,67.68937
2021,Torxen Energy Ltd.,Wayne Dalum Gas Gathering 11-07-027-19W4,N/A,Alberta,211110,31.90424
2021,Torxen Energy Ltd.,Wayne Dalum Gas Gathering 13-22-026-18W4,N/A,Alberta,211110,21.51186
2021,Torxen Energy Ltd.,Wayne Rosebud Gas Gathering 02-01-027-21W4,N/A,Alberta,211110,24.51873
2021,Torxen Energy Ltd.,Wayne Rosedale Gas Gathering System 12-04-028-20W4,N/A,Alberta,211110,29.40139
2021,Canadian Natural Resources Limited,Daiber Compressor Station D-060-C/094-B-16,N/A,British Columbia,211110,52.37013
2021,Canadian Natural Resources Limited,Farrell Creek Sweet Gas Plant b-088-I/093-B-01,N/A,British Columbia,211110,268.9102
2021,Canadian Natural Resources Limited,Graham Compressor Station C-077-F,N/A,British Columbia,211110,13.5574
2021,Rising Star Resources Ltd.,RSRL GORDONDALE 08-01-079-10-W6M BTY,na,Alberta,211110,0.189
2021,Rising Star Resources Ltd.,RSRL HZ GORDONDALE 01-06-079-10-W6M,na,Alberta,211110,0.34299999999999997
2021,Rising Star Resources Ltd.,RSRL MIRAGE BTY 01-05-080-08-W6M,na,Alberta,211110,0.71
2021,Rising Star Resources Ltd.,RSRL PROGRESS 12-10-079-08W6M,na,Alberta,211110,0.832
2021,Whitecap Resources Inc.,Olds 06-09-032-01W5 GGS,N/A,Alberta,211110,226.58872
2021,Whitecap Resources Inc.,Olds 06-09-032-01W5 GGS,N/A,Alberta,211110,226.58872
2021,Whitecap Resources Inc.,Westward Ho 07-08-033-04W5 GGS,N/A,Alberta,211110,226.58872
2021,Whitecap Resources Inc.,Westward Ho 07-08-033-04W5 GGS,N/A,Alberta,211110,226.58872
2021,PIERIDAE ALBERTA PRODUCTION LTD.,Shell Canada Limited 10-17,Calgary,Alberta,211110,47.7384
2021,PIERIDAE ALBERTA PRODUCTION LTD.,Jumping Pound 14-32-025-06W5 CS,Calgary,Alberta,211110,33.4512
2021,PIERIDAE ALBERTA PRODUCTION LTD.,Stolberg 15-21 Battery,Calgary,Alberta,211110,49.7436
2021,Baytex Energy Ltd,ABCS0021909,N/A,Alberta,211110,48.91372
2021,North40 Resources Ltd.,Cessford HZ Oil SWB 13-30-026-17W4,N/A,Alberta,211110,0.52099
2021,North40 Resources Ltd.,Drumheller Oil SWB 11-04-027-17W4,N/A,Alberta,211110,0.89321
2021,North40 Resources Ltd.,Entice Oil SWB 15-27-027-24W4,N/A,Alberta,211110,0.9389299999999999
2021,North40 Resources Ltd.,Princess Oil SWB 07-28-020-11W4,N/A,Alberta,211110,0.34793999999999997
2021,North40 Resources Ltd.,Verger Oil SWB 10-02-023-15W4,N/A,Alberta,211110,0.722
2021,North40 Resources Ltd.,Wayne Oil SWB 05-05-028-19W4,N/A,Alberta,211110,0.42428
2021,North40 Resources Ltd.,Wayne Oil SWB 09-34-028-19W4,N/A,Alberta,211110,0.35285
